time,demand,year,month
2014-5-21,9,2014,MAY
2014-5-22,21,2014,MAY
2014-5-23,3,2014,MAY
2014-5-24,3,2014,MAY
2014-5-25,24,2014,MAY
2014-5-26,6,2014,MAY
2014-5-27,18,2014,MAY
2014-5-28,6,2014,MAY
2014-5-29,9,2014,MAY
2014-5-30,9,2014,MAY
2014-5-31,6,2014,MAY
2014-6-1,6,2014,JUN
2014-6-2,15,2014,JUN
2014-6-3,6,2014,JUN
2014-6-4,3,2014,JUN
2014-6-5,9,2014,JUN
2014-6-6,6,2014,JUN
2014-6-7,15,2014,JUN
2014-6-8,30,2014,JUN
2014-6-9,6,2014,JUN
2014-6-10,3,2014,JUN
2014-6-11,9,2014,JUN
2014-6-12,3,2014,JUN
2014-6-13,6,2014,JUN
2014-6-14,12,2014,JUN
2014-6-15,3,2014,JUN
2014-6-16,12,2014,JUN
2014-6-17,15,2014,JUN
2014-6-18,6,2014,JUN
2014-6-19,3,2014,JUN
2014-6-20,15,2014,JUN
2014-6-21,21,2014,JUN
2014-6-22,36,2014,JUN
2014-6-23,3,2014,JUN
2014-6-24,3,2014,JUN
2014-6-25,12,2014,JUN
2014-6-26,6,2014,JUN
2014-6-27,15,2014,JUN
2014-6-28,3,2014,JUN
2014-6-29,6,2014,JUN
2014-6-30,30,2014,JUN
2014-7-1,6,2014,JUL
2014-7-2,6,2014,JUL
2014-7-3,12,2014,JUL
2014-7-4,3,2014,JUL
2014-7-5,15,2014,JUL
2014-7-6,30,2014,JUL
2014-7-7,9,2014,JUL
2014-7-8,3,2014,JUL
2014-7-9,6,2014,JUL
2014-7-10,3,2014,JUL
2014-7-11,12,2014,JUL
2014-7-12,3,2014,JUL
2014-7-13,12,2014,JUL
2014-7-14,6,2014,JUL
2014-7-15,42,2014,JUL
2014-7-16,3,2014,JUL
2014-7-17,3,2014,JUL
2014-7-18,18,2014,JUL
2014-7-19,3,2014,JUL
2014-7-20,9,2014,JUL
2014-7-21,3,2014,JUL
2014-7-22,9,2014,JUL
2014-7-23,3,2014,JUL
2014-7-24,6,2014,JUL
2014-7-25,30,2014,JUL
2014-7-26,3,2014,JUL
2014-7-27,3,2014,JUL
2014-7-28,6,2014,JUL
2014-7-29,12,2014,JUL
2014-7-30,3,2014,JUL
2014-7-31,15,2014,JUL
2014-8-1,6,2014,AGO
2014-8-2,3,2014,AGO
2014-8-3,27,2014,AGO
2014-8-4,3,2014,AGO
2014-8-5,6,2014,AGO
2014-8-6,12,2014,AGO
2014-8-7,3,2014,AGO
2014-8-8,15,2014,AGO
2014-8-9,9,2014,AGO
2014-8-10,3,2014,AGO
2014-8-11,18,2014,AGO
2014-8-12,9,2014,AGO
2014-8-13,6,2014,AGO
2014-8-14,12,2014,AGO
2014-8-15,6,2014,AGO
2014-8-16,3,2014,AGO
2014-8-17,15,2014,AGO
2014-8-18,39,2014,AGO
2014-8-19,3,2014,AGO
2014-8-20,9,2014,AGO
2014-8-21,6,2014,AGO
2014-8-22,9,2014,AGO
2014-8-23,15,2014,AGO
2014-8-24,6,2014,AGO
2014-8-25,18,2014,AGO
2014-8-26,12,2014,AGO
2014-8-27,6,2014,AGO
2014-8-28,15,2014,AGO
2014-8-29,6,2014,AGO
2014-8-30,6,2014,AGO
2014-8-31,9,2014,AGO
2014-9-1,12,2014,SEPT
2014-9-2,3,2014,SEPT
2014-9-3,9,2014,SEPT
2014-9-4,15,2014,SEPT
2014-9-5,33,2014,SEPT
2014-9-6,3,2014,SEPT
2014-9-7,9,2014,SEPT
2014-9-8,12,2014,SEPT
2014-9-9,3,2014,SEPT
2014-9-10,15,2014,SEPT
2014-9-11,3,2014,SEPT
2014-9-12,6,2014,SEPT
2014-9-13,12,2014,SEPT
2014-9-14,3,2014,SEPT
2014-9-15,9,2014,SEPT
2014-9-16,12,2014,SEPT
2014-9-17,21,2014,SEPT
2014-9-18,3,2014,SEPT
2014-9-19,9,2014,SEPT
2014-9-20,3,2014,SEPT
2014-9-21,6,2014,SEPT
2014-9-22,3,2014,SEPT
2014-9-23,12,2014,SEPT
2014-9-24,3,2014,SEPT
2014-9-25,9,2014,SEPT
2014-9-26,15,2014,SEPT
2014-9-27,6,2014,SEPT
2014-9-28,3,2014,SEPT
2014-9-29,9,2014,SEPT
2014-9-30,9,2014,SEPT
2014-10-1,6,2014,OCT
2014-10-2,9,2014,OCT
2014-10-3,3,2014,OCT
2014-10-4,6,2014,OCT
2014-10-5,30,2014,OCT
2014-10-6,6,2014,OCT
2014-10-7,15,2014,OCT
2014-10-8,3,2014,OCT
2014-10-9,24,2014,OCT
2014-10-10,9,2014,OCT
2014-10-11,6,2014,OCT
2014-10-12,33,2014,OCT
2014-10-13,9,2014,OCT
2014-10-14,3,2014,OCT
2014-10-15,6,2014,OCT
2014-10-16,12,2014,OCT
2014-10-17,3,2014,OCT
2014-10-18,36,2014,OCT
2014-10-19,3,2014,OCT
2014-10-20,3,2014,OCT
2014-10-21,9,2014,OCT
2014-10-22,15,2014,OCT
2014-10-23,3,2014,OCT
2014-10-24,27,2014,OCT
2014-10-25,12,2014,OCT
2014-10-26,6,2014,OCT
2014-10-27,3,2014,OCT
2014-10-28,24,2014,OCT
2014-10-29,12,2014,OCT
2014-10-30,3,2014,OCT
2014-10-31,6,2014,OCT
2014-11-1,12,2014,NOV
2014-11-2,9,2014,NOV
2014-11-3,3,2014,NOV
2014-11-4,36,2014,NOV
2014-11-5,9,2014,NOV
2014-11-6,6,2014,NOV
2014-11-7,15,2014,NOV
2014-11-8,9,2014,NOV
2014-11-9,3,2014,NOV
2014-11-10,15,2014,NOV
2014-11-11,6,2014,NOV
2014-11-12,3,2014,NOV
2014-11-13,27,2014,NOV
2014-11-14,15,2014,NOV
2014-11-15,39,2014,NOV
2014-11-16,6,2014,NOV
2014-11-17,15,2014,NOV
2014-11-18,3,2014,NOV
2014-11-19,6,2014,NOV
2014-11-20,3,2014,NOV
2014-11-21,6,2014,NOV
2014-11-22,9,2014,NOV
2014-11-23,3,2014,NOV
2014-11-24,12,2014,NOV
2014-11-25,15,2014,NOV
2014-11-26,3,2014,NOV
2014-11-27,6,2014,NOV
2014-11-28,9,2014,NOV
2014-11-29,6,2014,NOV
2014-11-30,3,2014,NOV
2014-12-1,9,2014,DIC
2014-12-2,3,2014,DIC
2014-12-3,6,2014,DIC
2014-12-4,9,2014,DIC
2014-12-5,6,2014,DIC
2014-12-6,15,2014,DIC
2014-12-7,30,2014,DIC
2014-12-8,6,2014,DIC
2014-12-9,6,2014,DIC
2014-12-10,3,2014,DIC
2014-12-11,6,2014,DIC
2014-12-12,3,2014,DIC
2014-12-13,30,2014,DIC
2014-12-14,6,2014,DIC
2014-12-15,6,2014,DIC
2014-12-16,3,2014,DIC
2014-12-17,12,2014,DIC
2014-12-18,18,2014,DIC
2014-12-19,12,2014,DIC
2014-12-20,6,2014,DIC
2014-12-21,3,2014,DIC
2014-12-22,6,2014,DIC
2014-12-23,3,2014,DIC
2014-12-24,3,2014,DIC
2014-12-25,3,2014,DIC
2014-12-26,6,2014,DIC
2014-12-27,15,2014,DIC
2014-12-28,6,2014,DIC
2014-12-29,9,2014,DIC
2014-12-30,6,2014,DIC
2014-12-31,12,2014,DIC
2015-1-1,9,2015,ENE
2015-1-2,3,2015,ENE
2015-1-3,27,2015,ENE
2015-1-4,3,2015,ENE
2015-1-5,6,2015,ENE
2015-1-6,6,2015,ENE
2015-1-7,42,2015,ENE
2015-1-8,6,2015,ENE
2015-1-9,9,2015,ENE
2015-1-10,6,2015,ENE
2015-1-11,3,2015,ENE
2015-1-12,6,2015,ENE
2015-1-13,9,2015,ENE
2015-1-14,9,2015,ENE
2015-1-15,36,2015,ENE
2015-1-16,3,2015,ENE
2015-1-17,9,2015,ENE
2015-1-18,42,2015,ENE
2015-1-19,9,2015,ENE
2015-1-20,3,2015,ENE
2015-1-21,6,2015,ENE
2015-1-22,6,2015,ENE
2015-1-23,9,2015,ENE
2015-1-24,21,2015,ENE
2015-1-25,6,2015,ENE
2015-1-26,12,2015,ENE
2015-1-27,30,2015,ENE
2015-1-28,6,2015,ENE
2015-1-29,12,2015,ENE
2015-1-30,3,2015,ENE
2015-1-31,6,2015,ENE
2015-2-1,21,2015,FEB
2015-2-2,39,2015,FEB
2015-2-3,9,2015,FEB
2015-2-4,6,2015,FEB
2015-2-5,12,2015,FEB
2015-2-6,3,2015,FEB
2015-2-7,6,2015,FEB
2015-2-8,51,2015,FEB
2015-2-9,6,2015,FEB
2015-2-10,3,2015,FEB
2015-2-11,21,2015,FEB
2015-2-12,3,2015,FEB
2015-2-13,36,2015,FEB
2015-2-14,3,2015,FEB
2015-2-15,3,2015,FEB
2015-2-16,18,2015,FEB
2015-2-17,6,2015,FEB
2015-2-18,9,2015,FEB
2015-2-19,42,2015,FEB
2015-2-20,9,2015,FEB
2015-2-21,9,2015,FEB
2015-2-22,9,2015,FEB
2015-2-23,6,2015,FEB
2015-2-24,15,2015,FEB
2015-2-25,6,2015,FEB
2015-2-26,21,2015,FEB
2015-2-27,3,2015,FEB
2015-2-28,9,2015,FEB
2015-3-1,15,2015,MAR
2015-3-2,15,2015,MAR
2015-3-3,6,2015,MAR
2015-3-4,9,2015,MAR
2015-3-5,12,2015,MAR
2015-3-6,9,2015,MAR
2015-3-7,9,2015,MAR
2015-3-8,27,2015,MAR
2015-3-9,9,2015,MAR
2015-3-10,12,2015,MAR
2015-3-11,9,2015,MAR
2015-3-12,12,2015,MAR
2015-3-13,3,2015,MAR
2015-3-14,9,2015,MAR
2015-3-15,9,2015,MAR
2015-3-16,6,2015,MAR
2015-3-17,24,2015,MAR
2015-3-18,3,2015,MAR
2015-3-19,24,2015,MAR
2015-3-20,27,2015,MAR
2015-3-21,6,2015,MAR
2015-3-22,3,2015,MAR
2015-3-23,15,2015,MAR
2015-3-24,3,2015,MAR
2015-3-25,9,2015,MAR
2015-3-26,33,2015,MAR
2015-3-27,9,2015,MAR
2015-3-28,9,2015,MAR
2015-3-29,9,2015,MAR
2015-3-30,3,2015,MAR
2015-3-31,9,2015,MAR
2015-4-1,6,2015,ABR
2015-4-2,6,2015,ABR
2015-4-3,3,2015,ABR
2015-4-4,18,2015,ABR
2015-4-5,3,2015,ABR
2015-4-6,21,2015,ABR
2015-4-7,12,2015,ABR
2015-4-8,9,2015,ABR
2015-4-9,3,2015,ABR
2015-4-10,6,2015,ABR
2015-4-11,9,2015,ABR
2015-4-12,36,2015,ABR
2015-4-13,9,2015,ABR
2015-4-14,6,2015,ABR
2015-4-15,24,2015,ABR
2015-4-16,3,2015,ABR
2015-4-17,6,2015,ABR
2015-4-18,27,2015,ABR
2015-4-19,15,2015,ABR
2015-4-20,3,2015,ABR
2015-4-21,12,2015,ABR
2015-4-22,9,2015,ABR
2015-4-23,3,2015,ABR
2015-4-24,18,2015,ABR
2015-4-25,6,2015,ABR
2015-4-26,9,2015,ABR
2015-4-27,9,2015,ABR
2015-4-28,3,2015,ABR
2015-4-29,3,2015,ABR
2015-4-30,6,2015,ABR
2015-5-1,6,2015,MAY
2015-5-2,12,2015,MAY
2015-5-3,3,2015,MAY
2015-5-4,6,2015,MAY
2015-5-5,24,2015,MAY
2015-5-6,12,2015,MAY
2015-5-7,9,2015,MAY
2015-5-8,15,2015,MAY
2015-5-9,3,2015,MAY
2015-5-10,6,2015,MAY
2015-5-11,33,2015,MAY
2015-5-12,6,2015,MAY
2015-5-13,9,2015,MAY
2015-5-14,9,2015,MAY
2015-5-15,9,2015,MAY
2015-5-16,12,2015,MAY
2015-5-17,6,2015,MAY
2015-5-18,18,2015,MAY
2015-5-19,9,2015,MAY
2015-5-20,3,2015,MAY
2015-5-21,15,2015,MAY
2015-5-22,24,2015,MAY
2015-5-23,12,2015,MAY
2015-5-24,3,2015,MAY
2015-5-25,6,2015,MAY
2015-5-26,9,2015,MAY
2015-5-27,6,2015,MAY
2015-5-28,3,2015,MAY
2015-5-29,15,2015,MAY
2015-5-30,12,2015,MAY
2015-5-31,6,2015,MAY
2015-6-1,6,2015,JUN
2015-6-2,9,2015,JUN
2015-6-3,3,2015,JUN
2015-6-4,6,2015,JUN
2015-6-5,15,2015,JUN
2015-6-6,21,2015,JUN
2015-6-7,9,2015,JUN
2015-6-8,6,2015,JUN
2015-6-9,3,2015,JUN
2015-6-10,12,2015,JUN
2015-6-11,36,2015,JUN
2015-6-12,3,2015,JUN
2015-6-13,3,2015,JUN
2015-6-14,6,2015,JUN
2015-6-15,3,2015,JUN
2015-6-16,9,2015,JUN
2015-6-17,3,2015,JUN
2015-6-18,9,2015,JUN
2015-6-19,12,2015,JUN
2015-6-20,6,2015,JUN
2015-6-21,3,2015,JUN
2015-6-22,9,2015,JUN
2015-6-23,15,2015,JUN
2015-6-24,3,2015,JUN
2015-6-25,36,2015,JUN
2015-6-26,3,2015,JUN
2015-6-27,3,2015,JUN
2015-6-28,6,2015,JUN
2015-6-29,6,2015,JUN
2015-6-30,9,2015,JUN
2015-7-1,3,2015,JUL
2015-7-2,6,2015,JUL
2015-7-3,15,2015,JUL
2015-7-4,39,2015,JUL
2015-7-5,3,2015,JUL
2015-7-6,3,2015,JUL
2015-7-7,6,2015,JUL
2015-7-8,9,2015,JUL
2015-7-9,3,2015,JUL
2015-7-10,12,2015,JUL
2015-7-11,3,2015,JUL
2015-7-12,36,2015,JUL
2015-7-13,3,2015,JUL
2015-7-14,3,2015,JUL
2015-7-15,6,2015,JUL
2015-7-16,6,2015,JUL
2015-7-17,12,2015,JUL
2015-7-18,3,2015,JUL
2015-7-19,6,2015,JUL
2015-7-20,33,2015,JUL
2015-7-21,3,2015,JUL
2015-7-22,9,2015,JUL
2015-7-23,15,2015,JUL
2015-7-24,6,2015,JUL
2015-7-25,3,2015,JUL
2015-7-26,12,2015,JUL
2015-7-27,27,2015,JUL
2015-7-28,3,2015,JUL
2015-7-29,9,2015,JUL
2015-7-30,6,2015,JUL
2015-7-31,3,2015,JUL
2015-8-1,6,2015,AGO
2015-8-2,3,2015,AGO
2015-8-3,15,2015,AGO
2015-8-4,6,2015,AGO
2015-8-5,15,2015,AGO
2015-8-6,6,2015,AGO
2015-8-7,3,2015,AGO
2015-8-8,15,2015,AGO
2015-8-9,6,2015,AGO
2015-8-10,30,2015,AGO
2015-8-11,9,2015,AGO
2015-8-12,6,2015,AGO
2015-8-13,12,2015,AGO
2015-8-14,6,2015,AGO
2015-8-15,3,2015,AGO
2015-8-16,9,2015,AGO
2015-8-17,3,2015,AGO
2015-8-18,15,2015,AGO
2015-8-19,9,2015,AGO
2015-8-20,21,2015,AGO
2015-8-21,30,2015,AGO
2015-8-22,6,2015,AGO
2015-8-23,12,2015,AGO
2015-8-24,3,2015,AGO
2015-8-25,15,2015,AGO
2015-8-26,3,2015,AGO
2015-8-27,6,2015,AGO
2015-8-28,12,2015,AGO
2015-8-29,3,2015,AGO
2015-8-30,18,2015,AGO
2015-8-31,15,2015,AGO
2015-9-1,3,2015,SEPT
2015-9-2,12,2015,SEPT
2015-9-3,15,2015,SEPT
2015-9-4,9,2015,SEPT
2015-9-5,12,2015,SEPT
2015-9-6,6,2015,SEPT
2015-9-7,9,2015,SEPT
2015-9-8,12,2015,SEPT
2015-9-9,24,2015,SEPT
2015-9-10,18,2015,SEPT
2015-9-11,6,2015,SEPT
2015-9-12,15,2015,SEPT
2015-9-13,6,2015,SEPT
2015-9-14,9,2015,SEPT
2015-9-15,3,2015,SEPT
2015-9-16,27,2015,SEPT
2015-9-17,15,2015,SEPT
2015-9-18,18,2015,SEPT
2015-9-19,6,2015,SEPT
2015-9-20,3,2015,SEPT
2015-9-21,27,2015,SEPT
2015-9-22,12,2015,SEPT
2015-9-23,3,2015,SEPT
2015-9-24,33,2015,SEPT
2015-9-25,3,2015,SEPT
2015-9-26,9,2015,SEPT
2015-9-27,9,2015,SEPT
2015-9-28,12,2015,SEPT
2015-9-29,6,2015,SEPT
2015-9-30,3,2015,SEPT
2015-10-1,18,2015,OCT
2015-10-2,9,2015,OCT
2015-10-3,3,2015,OCT
2015-10-4,6,2015,OCT
2015-10-5,15,2015,OCT
2015-10-6,15,2015,OCT
2015-10-7,3,2015,OCT
2015-10-8,6,2015,OCT
2015-10-9,12,2015,OCT
2015-10-10,63,2015,OCT
2015-10-11,9,2015,OCT
2015-10-12,9,2015,OCT
2015-10-13,18,2015,OCT
2015-10-14,3,2015,OCT
2015-10-15,15,2015,OCT
2015-10-16,18,2015,OCT
2015-10-17,12,2015,OCT
2015-10-18,3,2015,OCT
2015-10-19,21,2015,OCT
2015-10-20,12,2015,OCT
2015-10-21,9,2015,OCT
2015-10-22,6,2015,OCT
2015-10-23,3,2015,OCT
2015-10-24,15,2015,OCT
2015-10-25,3,2015,OCT
2015-10-26,3,2015,OCT
2015-10-27,12,2015,OCT
2015-10-28,6,2015,OCT
2015-10-29,24,2015,OCT
2015-10-30,6,2015,OCT
2015-10-31,3,2015,OCT
2015-11-1,6,2015,NOV
2015-11-2,24,2015,NOV
2015-11-3,12,2015,NOV
2015-11-4,3,2015,NOV
2015-11-5,6,2015,NOV
2015-11-6,21,2015,NOV
2015-11-7,3,2015,NOV
2015-11-8,3,2015,NOV
2015-11-9,9,2015,NOV
2015-11-10,12,2015,NOV
2015-11-11,18,2015,NOV
2015-11-12,24,2015,NOV
2015-11-13,27,2015,NOV
2015-11-14,15,2015,NOV
2015-11-15,3,2015,NOV
2015-11-16,9,2015,NOV
2015-11-17,12,2015,NOV
2015-11-18,21,2015,NOV
2015-11-19,12,2015,NOV
2015-11-20,3,2015,NOV
2015-11-21,48,2015,NOV
2015-11-22,6,2015,NOV
2015-11-23,12,2015,NOV
2015-11-24,6,2015,NOV
2015-11-25,18,2015,NOV
2015-11-26,30,2015,NOV
2015-11-27,12,2015,NOV
2015-11-28,42,2015,NOV
2015-11-29,24,2015,NOV
2015-11-30,15,2015,NOV
2015-12-1,21,2015,DIC
2015-12-2,18,2015,DIC
2015-12-3,27,2015,DIC
2015-12-4,21,2015,DIC
2015-12-5,3,2015,DIC
2015-12-6,3,2015,DIC
2015-12-7,9,2015,DIC
2015-12-8,12,2015,DIC
2015-12-9,18,2015,DIC
2015-12-10,6,2015,DIC
2015-12-11,6,2015,DIC
2015-12-12,12,2015,DIC
2015-12-13,3,2015,DIC
2015-12-14,9,2015,DIC
2015-12-15,9,2015,DIC
2015-12-16,6,2015,DIC
2015-12-17,3,2015,DIC
2015-12-18,6,2015,DIC
2015-12-19,3,2015,DIC
2015-12-20,6,2015,DIC
2015-12-21,9,2015,DIC
2015-12-22,6,2015,DIC
2015-12-23,9,2015,DIC
2015-12-24,6,2015,DIC
2015-12-25,3,2015,DIC
2015-12-26,21,2015,DIC
2015-12-27,3,2015,DIC
2015-12-28,9,2015,DIC
2015-12-29,18,2015,DIC
2015-12-30,9,2015,DIC
2015-12-31,12,2015,DIC
2016-1-1,12,2016,ENE
2016-1-2,27,2016,ENE
2016-1-3,3,2016,ENE
2016-1-4,6,2016,ENE
2016-1-5,21,2016,ENE
2016-1-6,6,2016,ENE
2016-1-7,6,2016,ENE
2016-1-8,12,2016,ENE
2016-1-9,3,2016,ENE
2016-1-10,9,2016,ENE
2016-1-11,6,2016,ENE
2016-1-12,15,2016,ENE
2016-1-13,9,2016,ENE
2016-1-14,3,2016,ENE
2016-1-15,12,2016,ENE
2016-1-16,18,2016,ENE
2016-1-17,18,2016,ENE
2016-1-18,6,2016,ENE
2016-1-19,3,2016,ENE
2016-1-20,18,2016,ENE
2016-1-21,3,2016,ENE
2016-1-22,3,2016,ENE
2016-1-23,3,2016,ENE
2016-1-24,6,2016,ENE
2016-1-25,6,2016,ENE
2016-1-26,27,2016,ENE
2016-1-27,6,2016,ENE
2016-1-28,15,2016,ENE
2016-1-29,6,2016,ENE
2016-1-30,6,2016,ENE
2016-1-31,6,2016,ENE
2016-2-1,27,2016,FEB
2016-2-2,18,2016,FEB
2016-2-3,18,2016,FEB
2016-2-4,6,2016,FEB
2016-2-5,9,2016,FEB
2016-2-6,6,2016,FEB
2016-2-7,3,2016,FEB
2016-2-8,15,2016,FEB
2016-2-9,12,2016,FEB
2016-2-10,12,2016,FEB
2016-2-11,6,2016,FEB
2016-2-12,27,2016,FEB
2016-2-13,12,2016,FEB
2016-2-14,60,2016,FEB
2016-2-15,3,2016,FEB
2016-2-16,33,2016,FEB
2016-2-17,12,2016,FEB
2016-2-18,9,2016,FEB
2016-2-19,6,2016,FEB
2016-2-20,12,2016,FEB
2016-2-21,6,2016,FEB
2016-2-22,15,2016,FEB
2016-2-23,12,2016,FEB
2016-2-24,15,2016,FEB
2016-2-25,3,2016,FEB
2016-2-26,6,2016,FEB
2016-2-27,9,2016,FEB
2016-2-28,6,2016,FEB
2016-3-1,27,2016,MAR
2016-3-2,6,2016,MAR
2016-3-3,27,2016,MAR
2016-3-4,9,2016,MAR
2016-3-5,24,2016,MAR
2016-3-6,3,2016,MAR
2016-3-7,3,2016,MAR
2016-3-8,9,2016,MAR
2016-3-9,12,2016,MAR
2016-3-10,6,2016,MAR
2016-3-11,3,2016,MAR
2016-3-12,9,2016,MAR
2016-3-13,12,2016,MAR
2016-3-14,18,2016,MAR
2016-3-15,6,2016,MAR
2016-3-16,3,2016,MAR
2016-3-17,9,2016,MAR
2016-3-18,21,2016,MAR
2016-3-19,15,2016,MAR
2016-3-20,9,2016,MAR
2016-3-21,3,2016,MAR
2016-3-22,18,2016,MAR
2016-3-23,3,2016,MAR
2016-3-24,6,2016,MAR
2016-3-25,24,2016,MAR
2016-3-26,12,2016,MAR
2016-3-27,6,2016,MAR
2016-3-28,3,2016,MAR
2016-3-29,6,2016,MAR
2016-3-30,3,2016,MAR
2016-3-31,3,2016,MAR
2016-4-1,12,2016,ABR
2016-4-2,12,2016,ABR
2016-4-3,6,2016,ABR
2016-4-4,27,2016,ABR
2016-4-5,24,2016,ABR
2016-4-6,9,2016,ABR
2016-4-7,18,2016,ABR
2016-4-8,9,2016,ABR
2016-4-9,18,2016,ABR
2016-4-10,9,2016,ABR
2016-4-11,21,2016,ABR
2016-4-12,6,2016,ABR
2016-4-13,6,2016,ABR
2016-4-14,12,2016,ABR
2016-4-15,15,2016,ABR
2016-4-16,12,2016,ABR
2016-4-17,12,2016,ABR
2016-4-18,6,2016,ABR
2016-4-19,21,2016,ABR
2016-4-20,12,2016,ABR
2016-4-21,15,2016,ABR
2016-4-22,9,2016,ABR
2016-4-23,9,2016,ABR
2016-4-24,6,2016,ABR
2016-4-25,9,2016,ABR
2016-4-26,30,2016,ABR
2016-4-27,9,2016,ABR
2016-4-28,12,2016,ABR
2016-4-29,3,2016,ABR
2016-4-30,6,2016,ABR
2016-5-1,3,2016,MAY
2016-5-2,3,2016,MAY
2016-5-3,9,2016,MAY
2016-5-4,6,2016,MAY
2016-5-5,3,2016,MAY
2016-5-6,12,2016,MAY
2016-5-7,12,2016,MAY
2016-5-8,3,2016,MAY
2016-5-9,15,2016,MAY
2016-5-10,21,2016,MAY
2016-5-11,6,2016,MAY
2016-5-12,24,2016,MAY
2016-5-13,3,2016,MAY
2016-5-14,9,2016,MAY
2016-5-15,9,2016,MAY
2016-5-16,12,2016,MAY
2016-5-17,9,2016,MAY
2016-5-18,9,2016,MAY
2016-5-19,12,2016,MAY
2016-5-20,6,2016,MAY
2016-5-21,3,2016,MAY
2016-5-22,3,2016,MAY
2016-5-23,3,2016,MAY
2016-5-24,12,2016,MAY
2016-5-25,9,2016,MAY
2016-5-26,24,2016,MAY
2016-5-27,12,2016,MAY
2016-5-28,9,2016,MAY
2016-5-29,6,2016,MAY
2016-5-30,3,2016,MAY
2016-5-31,39,2016,MAY
2016-6-1,21,2016,JUN
2016-6-2,12,2016,JUN
2016-6-3,15,2016,JUN
2016-6-4,9,2016,JUN
2016-6-5,9,2016,JUN
2016-6-6,9,2016,JUN
2016-6-7,18,2016,JUN
2016-6-8,12,2016,JUN
2016-6-9,15,2016,JUN
2016-6-10,3,2016,JUN
2016-6-11,9,2016,JUN
2016-6-12,6,2016,JUN
2016-6-13,12,2016,JUN
2016-6-14,18,2016,JUN
2016-6-15,9,2016,JUN
2016-6-16,12,2016,JUN
2016-6-17,3,2016,JUN
2016-6-18,6,2016,JUN
2016-6-19,3,2016,JUN
2016-6-20,12,2016,JUN
2016-6-21,9,2016,JUN
2016-6-22,6,2016,JUN
2016-6-23,24,2016,JUN
2016-6-24,3,2016,JUN
2016-6-25,3,2016,JUN
2016-6-26,6,2016,JUN
2016-6-27,15,2016,JUN
2016-6-28,6,2016,JUN
2016-6-29,3,2016,JUN
2016-6-30,15,2016,JUN
2016-7-1,6,2016,JUL
2016-7-2,9,2016,JUL
2016-7-3,15,2016,JUL
2016-7-4,12,2016,JUL
2016-7-5,3,2016,JUL
2016-7-6,9,2016,JUL
2016-7-7,60,2016,JUL
2016-7-8,9,2016,JUL
2016-7-9,9,2016,JUL
2016-7-10,3,2016,JUL
2016-7-11,15,2016,JUL
2016-7-12,27,2016,JUL
2016-7-13,9,2016,JUL
2016-7-14,12,2016,JUL
2016-7-15,3,2016,JUL
2016-7-16,9,2016,JUL
2016-7-17,9,2016,JUL
2016-7-18,12,2016,JUL
2016-7-19,18,2016,JUL
2016-7-20,3,2016,JUL
2016-7-21,6,2016,JUL
2016-7-22,12,2016,JUL
2016-7-23,9,2016,JUL
2016-7-24,3,2016,JUL
2016-7-25,6,2016,JUL
2016-7-26,15,2016,JUL
2016-7-27,12,2016,JUL
2016-7-28,12,2016,JUL
2016-7-29,15,2016,JUL
2016-7-30,6,2016,JUL
2016-7-31,6,2016,JUL
2016-8-1,15,2016,AGO
2016-8-2,3,2016,AGO
2016-8-3,6,2016,AGO
2016-8-4,33,2016,AGO
2016-8-5,15,2016,AGO
2016-8-6,12,2016,AGO
2016-8-7,9,2016,AGO
2016-8-8,15,2016,AGO
2016-8-9,18,2016,AGO
2016-8-10,9,2016,AGO
2016-8-11,24,2016,AGO
2016-8-12,9,2016,AGO
2016-8-13,6,2016,AGO
2016-8-14,15,2016,AGO
2016-8-15,6,2016,AGO
2016-8-16,3,2016,AGO
2016-8-17,12,2016,AGO
2016-8-18,9,2016,AGO
2016-8-19,12,2016,AGO
2016-8-20,21,2016,AGO
2016-8-21,9,2016,AGO
2016-8-22,12,2016,AGO
2016-8-23,9,2016,AGO
2016-8-24,6,2016,AGO
2016-8-25,3,2016,AGO
2016-8-26,18,2016,AGO
2016-8-27,3,2016,AGO
2016-8-28,3,2016,AGO
2016-8-29,12,2016,AGO
2016-8-30,3,2016,AGO
2016-8-31,12,2016,AGO
2016-9-1,3,2016,SEPT
2016-9-2,3,2016,SEPT
2016-9-3,18,2016,SEPT
2016-9-4,21,2016,SEPT
2016-9-5,30,2016,SEPT
2016-9-6,6,2016,SEPT
2016-9-7,21,2016,SEPT
2016-9-8,21,2016,SEPT
2016-9-9,12,2016,SEPT
2016-9-10,6,2016,SEPT
2016-9-11,9,2016,SEPT
2016-9-12,3,2016,SEPT
2016-9-13,18,2016,SEPT
2016-9-14,12,2016,SEPT
2016-9-15,18,2016,SEPT
2016-9-16,18,2016,SEPT
2016-9-17,6,2016,SEPT
2016-9-18,9,2016,SEPT
2016-9-19,12,2016,SEPT
2016-9-20,9,2016,SEPT
2016-9-21,9,2016,SEPT
2016-9-22,21,2016,SEPT
2016-9-23,33,2016,SEPT
2016-9-24,6,2016,SEPT
2016-9-25,9,2016,SEPT
2016-9-26,18,2016,SEPT
2016-9-27,15,2016,SEPT
2016-9-28,18,2016,SEPT
2016-9-29,21,2016,SEPT
2016-9-30,6,2016,SEPT
2016-10-1,21,2016,OCT
2016-10-2,3,2016,OCT
2016-10-3,9,2016,OCT
2016-10-4,12,2016,OCT
2016-10-5,9,2016,OCT
